name,I_ce,I_ca,I_eag,I_ve,I_obstacle,Score
4_1,81.21768532676433,86.23845938857136,93.85605542796694,97.84736842105264,64.93553440173515,85.43356248981524
9_3,79.14739538279674,88.64702682113624,83.81202410975749,59.17894736842105,61.231659433767305,76.53085125769405
Avg Results,80.18254035478054,87.4427431048538,88.83403976886221,78.51315789473685,63.08359691775123,80.98220687375465
